"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bedrooms","price","number_of_reviews"
"8890",18672186,"Geuzenveld - Slotermeer",52.372,4.82695,"Entire apartment","Entire home/apt",1,119,8
"8891",18677597,"De Baarsjes - Oud-West",52.36956,4.86656,"Private room in apartment","Private room",1,50,0
"8893",18685245,"Noord-Oost",52.39285,4.94856,"Entire apartment","Entire home/apt",1,89,11
"8894",18685482,"Watergraafsmeer",52.35496,4.93029,"Entire apartment","Entire home/apt",1,150,22
"8895",18686255,"Zuid",52.34734,4.84761,"Entire apartment","Entire home/apt",1,150,2
"8896",18687801,"Oud-Noord",52.38387,4.91226,"Entire apartment","Entire home/apt",1,120,6
"8897",18689521,"De Baarsjes - Oud-West",52.37386,4.8639,"Private room in apartment","Private room",1,80,82
"8898",18694345,"Oud-Oost",52.35863,4.91173,"Entire apartment","Entire home/apt",1,131,1
"8899",18696457,"Oostelijk Havengebied - Indische Buurt",52.35893,4.93483,"Private room in apartment","Private room",1,60,12
"8901",18701840,"Centrum-Oost",52.36137,4.90102,"Entire apartment","Entire home/apt",1,229,35
"8902",18705284,"Bos en Lommer",52.38064,4.85157,"Private room in apartment","Private room",1,64,44
"8903",18705301,"Watergraafsmeer",52.34109,4.94424,"Entire apartment","Entire home/apt",3,160,10
"8904",18709972,"De Pijp - Rivierenbuurt",52.35617,4.8897,"Entire apartment","Entire home/apt",1,119,13
"8905",18710840,"De Pijp - Rivierenbuurt",52.35132,4.90244,"Entire apartment","Entire home/apt",1,130,34
"8906",18711113,"Oostelijk Havengebied - Indische Buurt",52.36528,4.93387,"Entire apartment","Entire home/apt",1,160,1
"8907",18712415,"De Pijp - Rivierenbuurt",52.3401,4.90833,"Entire apartment","Entire home/apt",1,135,1
"8908",18713284,"Centrum-Oost",52.36467,4.88005,"Entire apartment","Entire home/apt",1,149,18
"8909",18718306,"Westerpark",52.37686,4.87454,"Entire apartment","Entire home/apt",2,170,16
"8910",18718588,"Noord-West",52.40813,4.90597,"Entire house","Entire home/apt",4,150,16
"8911",18720105,"De Pijp - Rivierenbuurt",52.34934,4.90471,"Entire apartment","Entire home/apt",1,129,7
"8912",18725897,"De Baarsjes - Oud-West",52.36476,4.8627,"Private room in apartment","Private room",1,90,24
"8913",18726350,"Slotervaart",52.34898,4.83207,"Entire apartment","Entire home/apt",1,145,19
"8914",18728035,"Oostelijk Havengebied - Indische Buurt",52.3654,4.94353,"Entire apartment","Entire home/apt",1,500,9
"8915",18728120,"Geuzenveld - Slotermeer",52.38462,4.83046,"Entire house","Entire home/apt",4,184,11
"8916",18730995,"Oud-Oost",52.35874,4.92531,"Entire apartment","Entire home/apt",1,99,3
"8917",18732157,"Zuid",52.35352,4.88522,"Entire apartment","Entire home/apt",1,150,4
"8918",18732770,"De Baarsjes - Oud-West",52.36034,4.85578,"Entire apartment","Entire home/apt",2,200,0
"8919",18733149,"De Baarsjes - Oud-West",52.3622,4.86321,"Entire apartment","Entire home/apt",1,200,26
"8920",18733380,"De Baarsjes - Oud-West",52.37051,4.85738,"Entire apartment","Entire home/apt",2,220,34
"8921",18733799,"De Baarsjes - Oud-West",52.37413,4.8594,"Entire apartment","Entire home/apt",2,150,0
"8922",18739987,"Oud-Oost",52.35583,4.92348,"Entire apartment","Entire home/apt",2,120,8
"8924",18742280,"De Baarsjes - Oud-West",52.36032,4.85949,"Entire apartment","Entire home/apt",1,110,17
"8925",18744488,"Oostelijk Havengebied - Indische Buurt",52.36124,4.93287,"Entire apartment","Entire home/apt",1,135,5
"8926",18744697,"De Baarsjes - Oud-West",52.35853,4.85504,"Entire apartment","Entire home/apt",1,125,8
"8927",18745104,"De Pijp - Rivierenbuurt",52.3432,4.91126,"Entire apartment","Entire home/apt",2,150,2
"8928",18746453,"Westerpark",52.37552,4.87367,"Entire apartment","Entire home/apt",1,100,2
"8929",18746775,"Centrum-West",52.36786,4.8813,"Entire house","Entire home/apt",3,1925,8
"8930",18747367,"Oud-Oost",52.36409,4.92846,"Entire apartment","Entire home/apt",1,169,20
"8932",18749386,"De Pijp - Rivierenbuurt",52.34303,4.91114,"Private room in apartment","Private room",1,90,12
"8933",18749967,"De Pijp - Rivierenbuurt",52.33961,4.90434,"Entire apartment","Entire home/apt",1,145,10
"8934",18750842,"Bijlmer-Oost",52.32679,4.98095,"Entire house","Entire home/apt",3,150,4
"8936",18751928,"Oostelijk Havengebied - Indische Buurt",52.3666,4.93334,"Entire apartment","Entire home/apt",1,65,5
"8937",18752453,"Oostelijk Havengebied - Indische Buurt",52.37594,4.92986,"Private room in apartment","Private room",1,77,0
"8939",18762998,"Westerpark",52.38498,4.87129,"Entire apartment","Entire home/apt",3,125,5
"8940",18766194,"De Pijp - Rivierenbuurt",52.3517,4.89403,"Entire apartment","Entire home/apt",2,137,14
"8941",18766480,"Bos en Lommer",52.37941,4.85738,"Private room in apartment","Private room",1,44,182
"8942",18767664,"De Pijp - Rivierenbuurt",52.35262,4.89779,"Entire apartment","Entire home/apt",1,105,49
"8943",18779467,"Bos en Lommer",52.37693,4.85686,"Entire apartment","Entire home/apt",3,125,1
"8944",18780017,"Zuid",52.34714,4.84871,"Entire apartment","Entire home/apt",1,100,35
"8945",18782409,"De Baarsjes - Oud-West",52.36667,4.85186,"Entire apartment","Entire home/apt",2,150,3
"8946",18784059,"De Baarsjes - Oud-West",52.36342,4.86249,"Entire apartment","Entire home/apt",1,175,17
"8948",18785437,"De Pijp - Rivierenbuurt",52.3494,4.88976,"Entire apartment","Entire home/apt",1,179,25
"8949",18787260,"Centrum-Oost",52.36778,4.91074,"Entire apartment","Entire home/apt",1,100,28
"8950",18798302,"Oud-Noord",52.3917,4.92362,"Entire house","Entire home/apt",3,225,0
"8951",18798860,"Slotervaart",52.35204,4.83281,"Private room in apartment","Private room",1,60,89
"8952",18800259,"De Baarsjes - Oud-West",52.35801,4.85706,"Entire apartment","Entire home/apt",2,125,17
"8953",18800710,"De Pijp - Rivierenbuurt",52.35074,4.90282,"Private room in apartment","Private room",1,55,5
"8954",18803263,"Noord-West",52.40848,4.91653,"Entire apartment","Entire home/apt",1,103,33
"8957",18805687,"Zuid",52.35732,4.84976,"Entire apartment","Entire home/apt",3,159,10
"8958",18806935,"De Baarsjes - Oud-West",52.35839,4.85039,"Entire apartment","Entire home/apt",3,150,4
"8959",18807234,"Zuid",52.34783,4.86148,"Entire apartment","Entire home/apt",1,160,0
"8960",18807860,"Noord-Oost",52.38511,4.95937,"Entire house","Entire home/apt",2,180,1
"8961",18808248,"De Pijp - Rivierenbuurt",52.35353,4.90472,"Entire apartment","Entire home/apt",1,80,1
"8963",18809243,"Noord-West",52.40629,4.9086,"Entire apartment","Entire home/apt",2,125,10
"8964",18813749,"Westerpark",52.37183,4.86699,"Entire apartment","Entire home/apt",2,85,3
"8965",18815899,"De Pijp - Rivierenbuurt",52.34585,4.89377,"Entire apartment","Entire home/apt",2,180,3
"8966",18816109,"De Pijp - Rivierenbuurt",52.35197,4.90008,"Private room in apartment","Private room",2,121,24
"8969",18816460,"Zuid",52.35261,4.85034,"Entire apartment","Entire home/apt",3,212,29
"8970",18817028,"IJburg - Zeeburgereiland",52.3507,5.0006,"Entire house","Entire home/apt",3,150,16
"8971",18819082,"Zuid",52.3528,4.86207,"Entire apartment","Entire home/apt",1,155,3
"8976",18823723,"Zuid",52.35257,4.85151,"Entire apartment","Entire home/apt",2,240,10
"8977",18824672,"Centrum-West",52.36603,4.88045,"Private room in apartment","Private room",2,144,227
"8978",18832250,"Centrum-Oost",52.37334,4.90549,"Private room in apartment","Private room",1,140,45
"8979",18832640,"De Pijp - Rivierenbuurt",52.35181,4.90409,"Entire apartment","Entire home/apt",2,182,37
"8980",18835160,"Gaasperdam - Driemond",52.29972,4.98728,"Entire apartment","Entire home/apt",1,80,19
"8981",18836486,"Oud-Oost",52.35094,4.91596,"Entire apartment","Entire home/apt",1,100,16
"8983",18836568,"De Pijp - Rivierenbuurt",52.34607,4.9079,"Entire apartment","Entire home/apt",2,200,22
"8985",18837544,"IJburg - Zeeburgereiland",52.35856,4.98959,"Entire apartment","Entire home/apt",2,120,3
"8986",18844549,"Watergraafsmeer",52.34368,4.94899,"Entire house","Entire home/apt",3,330,22
"8987",18845349,"Oud-Oost",52.35495,4.90901,"Entire apartment","Entire home/apt",2,190,13
"8989",18847421,"De Baarsjes - Oud-West",52.36185,4.85073,"Entire apartment","Entire home/apt",1,95,5
"8990",18849944,"De Pijp - Rivierenbuurt",52.33866,4.89779,"Entire house","Entire home/apt",4,100,10
"8991",18855539,"Geuzenveld - Slotermeer",52.38404,4.8366,"Entire house","Entire home/apt",3,129,13
"8992",18859385,"Noord-Oost",52.40359,4.93595,"Private room in apartment","Private room",1,29,2
"8993",18859865,"De Baarsjes - Oud-West",52.3596,4.86339,"Entire apartment","Entire home/apt",1,140,6
"8996",18863344,"De Baarsjes - Oud-West",52.36213,4.85529,"Entire apartment","Entire home/apt",2,100,13
"8997",18864227,"Centrum-West",52.37854,4.896,"Private room in apartment","Private room",1,99,71
"8999",18865185,"Oostelijk Havengebied - Indische Buurt",52.36731,4.94226,"Entire apartment","Entire home/apt",1,129,9
"9001",18868205,"Centrum-Oost",52.35932,4.8946,"Private room in apartment","Private room",2,150,2
"9002",18869506,"De Baarsjes - Oud-West",52.36443,4.86873,"Entire apartment","Entire home/apt",1,150,22
"9003",18870935,"Oud-Oost",52.35681,4.91658,"Entire apartment","Entire home/apt",1,99,15
"9005",18872683,"Oud-Oost",52.35311,4.9089,"Entire house","Entire home/apt",1,131,8
"9006",18872744,"Oud-Noord",52.39457,4.91678,"Entire house","Entire home/apt",3,145,3
"9007",18873208,"Geuzenveld - Slotermeer",52.37425,4.82212,"Entire house","Entire home/apt",3,158,8
"9011",18884700,"Bijlmer-Centrum",52.31991,4.94336,"Entire apartment","Entire home/apt",1,150,77
"9012",18886109,"Oud-Oost",52.35822,4.92556,"Private room in apartment","Private room",1,102,69
"9014",18887456,"Centrum-Oost",52.36228,4.88831,"Entire house","Entire home/apt",2,225,6
"9015",18887905,"Oud-Oost",52.35389,4.90939,"Private room in apartment","Private room",1,95,15
"9016",18890761,"De Baarsjes - Oud-West",52.364,4.867,"Private room in apartment","Private room",1,70,4
"9017",18892673,"Centrum-Oost",52.36174,4.89044,"Entire apartment","Entire home/apt",1,150,22
"9018",18893742,"De Pijp - Rivierenbuurt",52.3422,4.90248,"Entire apartment","Entire home/apt",2,125,2
"9019",18894266,"De Baarsjes - Oud-West",52.36749,4.85274,"Entire apartment","Entire home/apt",2,175,18
"9020",18901848,"Centrum-West",52.38282,4.88986,"Entire apartment","Entire home/apt",1,120,44
"9021",18902739,"Oud-Oost",52.362,4.92571,"Entire house","Entire home/apt",3,250,1
"9022",18903267,"Centrum-West",52.38156,4.88883,"Entire apartment","Entire home/apt",3,234,52
"9024",18905380,"Zuid",52.35439,4.86999,"Entire apartment","Entire home/apt",1,75,7
"9028",18907422,"Oud-Oost",52.3561,4.91986,"Entire apartment","Entire home/apt",2,229,19
"9029",18909861,"Zuid",52.34577,4.86707,"Entire apartment","Entire home/apt",2,100,1
"9030",18911209,"Buitenveldert - Zuidas",52.33322,4.8745,"Entire apartment","Entire home/apt",1,90,2
"9031",18912531,"De Baarsjes - Oud-West",52.36181,4.85206,"Entire house","Entire home/apt",3,229,27
"9032",18919607,"Oud-Oost",52.3597,4.91461,"Entire apartment","Entire home/apt",2,149,0
"9033",18922329,"Gaasperdam - Driemond",52.29537,4.9696,"Private room in house","Private room",1,35,9
"9034",18923991,"De Baarsjes - Oud-West",52.3673,4.86628,"Private room in apartment","Private room",1,51,2
"9035",18924756,"Slotervaart",52.36472,4.84197,"Entire apartment","Entire home/apt",2,143,5
