"R0000100","R0000300","R0000500","R0173600","R0214700","R0214800","R0410100","R0410300","R0614800","R0614900","R0615100","R0615200","R0615300","R0615400","R0615700","R0618011","R0618017","R0618100","R0618200","R0618300","R0810200","R3127500","R3127800","R3401000","R3523200","R3523500","R3559000","R3656400","R3728200","R3728500","R3897100","R4006900","R4182300","R4295100","R4416800","R4418000","R4982800","R5079800","R5081000"
1903,10,58,1,3,1,10,58,51,1,8,25,13,30,7,36,40,51,28,28,1,1,913,1,1,950,28000,1,1,975,21000,1,1,21000,975,2,20000,1025,1
1904,4,61,5,3,2,4,61,51,1,27,30,15,49,23,62,65,57,89,86,2,-4,-4,4,-4,-4,0,4,-4,-4,0,3,1,3050,964,1,12000,950,1
1905,2,64,5,3,2,2,64,51,0,18,23,11,45,19,50,58,47,47,48,2,1,1760,1,1,1900,39000,1,1,1950,41000,1,1,43000,2000,1,40000,2000,1
1906,4,60,5,3,2,4,60,51,1,29,34,14,48,25,65,68,60,98,98,2,1,2269,1,1,2269,59000,1,1,2272,65000,1,3,67000,2657,1,0,5128,7
1907,11,57,6,3,2,11,57,51,1,19,31,13,31,8,51,41,56,55,50,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1908,1,60,2,3,1,1,60,51,1,22,31,13,31,11,55,46,56,62,58,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1909,9,58,1,3,1,9,58,51,1,21,31,13,32,16,54,54,56,60,66,1,1,1346,1,1,1346,28000,1,1,1490,28500,1,1,31000,1490,1,31000,1586,1
1910,11,60,1,3,1,11,60,51,1,23,31,9,34,16,57,54,53,58,63,1,1,750,1,3,256,0,1,1,850,0,1,1,3000,900,1,7100,384,1
1911,11,62,1,3,1,11,62,51,1,20,30,12,39,20,53,60,54,60,67,1,1,1950,1,1,2005,42000,1,2,1105,38000,1,2,23000,1150,1,24001,1156,1
1912,3,61,5,3,2,3,61,51,1,12,30,10,39,16,42,54,53,42,48,2,1,730,1,1,875,7000,1,1,854,24000,1,1,25000,858,1,26000,1395,1
1913,4,64,5,3,2,4,64,51,0,15,24,8,36,9,46,43,45,32,29,2,1,556,1,1,660,13413,1,1,640,13200,1,1,9400,660,1,12643,660,2
1914,3,57,1,3,1,3,57,51,1,26,35,15,44,20,61,60,62,94,90,1,2,884,1,2,838,22400,1,1,1937,27000,1,2,28000,1201,1,26000,1111,1
1915,3,59,5,3,2,3,59,51,1,24,35,14,48,20,58,60,61,91,85,2,1,1506,2,1,3346,87000,1,1,2539,58000,1,1,76000,2477,1,82000,2797,1
1916,12,62,1,3,1,12,62,51,0,21,32,9,35,18,54,57,54,57,65,1,2,1490,1,2,1923,25000,1,2,1923,20000,3,2,9000,-4,5,20000,1826,1
1917,4,61,1,3,1,4,61,51,1,20,9,9,15,10,53,44,32,13,18,1,1,1105,2,2,1096,21000,1,2,1285,26735,1,2,24000,1260,1,28000,1400,1
1918,9,60,1,3,1,9,60,51,1,24,28,13,42,19,58,58,54,70,70,1,1,1800,1,1,1900,40000,2,1,2000,45000,1,1,44000,2000,1,39000,2100,1
1919,4,63,1,3,1,4,63,51,0,17,25,11,25,16,49,54,49,33,47,1,1,1057,1,1,945,22900,1,1,900,25000,1,1,-2,1127,1,25000,1127,1
1920,6,64,1,3,1,6,64,51,0,23,25,7,38,17,57,55,45,46,48,1,1,857,7,-4,-4,0,7,1,500,250,1,1,1500,505,1,2400,525,1
1921,10,58,5,3,2,10,58,51,1,3,17,5,25,5,30,37,36,8,7,2,1,1000,1,1,1125,23400,1,1,1105,23000,1,1,26000,1250,1,26000,1250,4
1922,9,61,5,3,2,9,61,51,1,14,25,13,37,17,45,55,51,41,48,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,1000,7
1923,5,64,5,3,2,5,64,51,0,16,24,11,28,21,47,62,48,32,51,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1924,2,63,1,3,1,2,63,51,0,14,23,10,38,14,45,51,46,34,35,1,1,1709,2,1,1500,39000,1,1,1500,38000,1,1,43000,1562,1,18000,450,7
1925,4,61,1,3,1,4,61,51,1,25,29,13,50,16,59,54,54,79,67,1,1,1286,1,1,1340,39000,1,1,1600,39000,1,1,-2,1300,1,50000,1410,1
1926,1,58,5,3,2,1,58,51,1,12,25,14,26,6,42,38,52,31,32,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
1927,9,61,5,3,2,9,61,51,1,17,22,14,47,12,49,48,49,49,42,2,1,525,1,1,550,5500,1,1,600,7500,1,1,10800,625,1,10112,625,1
1928,7,57,6,3,2,7,57,51,0,4,4,5,8,4,31,35,23,1,1,2,1,350,1,1,575,8888,1,1,525,9999,4,-4,0,-4,4,0,-4,7
1929,6,57,5,3,2,6,57,51,1,30,35,14,50,23,66,65,61,99,98,2,1,1105,1,1,884,23000,1,1,1230,23000,1,1,33000,1089,1,42000,1739,1
1930,9,61,1,3,1,9,61,51,1,30,31,14,42,23,66,65,57,90,90,1,1,1075,1,1,1146,23850,2,1,1153,24000,1,1,26000,1250,1,27000,1375,1
1931,2,62,1,3,1,2,62,51,0,9,32,7,30,9,38,43,52,30,33,1,1,600,2,1,700,7500,1,1,825,13500,3,-5,-5,-5,-5,2000,800,1
1932,10,63,5,3,2,11,63,51,0,12,23,11,36,6,42,38,47,31,25,2,1,563,3,1,575,0,1,1,830,-2,2,1,12000,700,1,13000,700,1
1933,12,60,5,3,2,12,60,51,1,21,22,14,38,11,54,46,49,49,44,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1934,9,62,5,3,2,8,62,51,1,29,32,14,49,21,65,62,58,94,88,2,2,1252,1,2,1408,25637,2,2,1406,25600,1,2,26000,1516,1,28500,1604,1
1935,12,57,5,3,2,12,57,51,1,30,32,14,24,19,66,58,58,74,85,-5,1,376,1,1,450,4000,4,-4,-4,0,4,1,1500,450,4,900,-4,7
1936,12,58,5,3,2,12,58,51,1,24,30,13,43,23,58,65,55,75,79,2,1,662,1,1,775,16300,1,1,797,16500,1,1,18000,865,1,22000,905,1
1937,5,60,5,3,2,5,60,51,1,23,33,11,45,22,57,63,56,77,78,2,1,1482,1,1,1425,18000,1,3,2000,8000,2,1,16000,1725,1,16000,2300,1
1938,3,62,5,3,2,3,62,51,1,25,30,11,32,20,59,60,54,63,73,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,1
1939,12,60,5,3,2,12,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1940,7,57,6,3,2,7,57,51,1,7,11,2,9,6,35,38,27,2,3,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,5436,-4,7
1941,1,59,1,3,1,1,59,51,1,26,29,13,45,19,61,58,54,79,73,-5,-5,-5,-5,3,1098,12000,1,3,1250,14200,1,3,0,661,1,0,673,1
1942,7,60,5,3,2,-5,-5,51,0,21,34,13,39,15,54,52,59,73,70,-5,1,675,1,1,562,6000,1,1,576,16900,1,1,18500,788,1,20500,691,1
1943,2,62,5,3,2,2,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1944,9,60,2,3,1,9,60,51,1,28,27,15,45,18,64,57,54,83,75,1,3,1282,1,3,1442,45000,1,3,1923,50000,1,3,55000,2187,1,50000,3000,1
1945,10,64,2,3,1,10,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,3,1201,20000,1,3,811,19000,1,3,14400,1000,1,20000,1200,1
1946,12,57,1,3,1,12,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,3,260,12000,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1947,2,61,5,3,2,2,61,51,1,15,26,11,35,10,46,44,50,40,37,2,-4,-4,3,1,500,700,1,1,494,9000,1,1,9000,494,1,11000,604,1
1948,11,63,5,3,2,11,63,51,0,19,27,13,28,17,51,55,53,45,57,2,1,706,1,1,425,13000,1,1,535,9000,1,1,6000,555,1,-2,470,4
1949,4,57,5,3,2,4,57,51,1,16,35,15,42,14,47,51,62,72,68,2,1,1178,2,1,1168,24300,2,1,1168,24300,1,1,25000,1201,1,25735,1275,1
1950,9,61,1,3,1,9,61,51,0,15,34,11,45,19,46,58,57,63,64,1,1,919,1,1,85,32450,1,1,1250,25000,1,1,-2,666,1,12480,1333,1
1951,1,61,5,3,2,1,61,51,0,16,27,11,40,12,47,48,51,46,43,2,2,1230,1,2,900,17000,1,2,900,21000,2,2,22602,1839,1,25000,1923,1
1952,3,64,1,3,1,3,64,51,0,16,25,9,35,10,47,44,47,37,33,1,1,1506,1,1,2000,52000,1,1,-4,74000,1,1,70000,2071,1,52000,1428,1
1953,2,64,5,3,2,2,64,51,0,26,32,13,39,20,61,60,57,79,80,2,1,1341,1,1,1000,26000,1,1,1196,28000,3,-4,7000,-4,7,0,-4,7
1954,4,61,5,3,2,4,61,51,1,24,35,14,49,19,58,58,61,91,84,2,-4,-4,4,3,150,0,1,3,-4,0,4,-4,0,-4,4,0,232,7
1955,8,62,1,3,1,8,62,51,1,26,35,11,40,21,61,62,58,82,84,1,1,825,1,1,500,8151,1,1,621,10400,1,1,13000,1000,1,25300,1061,1
1956,2,57,1,3,1,2,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1957,8,59,1,3,1,8,59,51,1,13,14,4,10,6,43,38,32,6,10,1,1,1175,1,1,1207,25000,1,1,1252,38000,1,1,29000,1303,1,26000,1349,1
1958,1,60,1,3,1,1,60,51,1,21,34,14,36,16,54,54,60,72,74,1,1,1153,1,1,1201,25000,1,1,1153,25000,4,1,20000,692,1,19200,-4,1
1959,12,60,1,3,1,12,60,51,0,10,24,11,28,9,39,43,48,25,28,1,-5,-5,-5,1,895,25000,1,1,1000,25000,1,1,23000,888,2,22000,1000,1
1960,8,63,5,3,2,8,63,51,0,16,26,13,39,11,47,46,52,47,43,2,2,1554,1,2,1554,32350,1,2,1806,36000,1,2,36000,1800,1,61000,1861,1
1961,12,57,1,3,1,12,57,51,1,22,29,11,43,13,55,49,53,65,55,1,1,1739,1,3,1744,32000,1,1,1600,30000,1,1,40000,1200,1,35000,1650,1
1962,11,58,5,3,2,11,58,51,1,8,16,9,22,7,36,40,38,12,13,2,1,711,1,1,804,15900,1,1,920,19000,1,1,19000,1000,1,20000,4500,1
1963,1,61,1,3,1,1,61,51,1,22,30,12,50,19,55,58,54,73,67,1,1,865,1,1,1250,33000,1,1,1123,36000,1,1,45000,1245,1,47000,1327,1
1964,3,57,1,3,1,3,57,51,1,14,27,12,21,9,45,43,52,30,39,1,2,975,1,2,1075,25000,1,2,1075,22000,1,2,25000,1100,8,30000,1227,1
1965,11,60,5,3,2,11,60,51,1,16,26,13,39,15,47,52,52,47,49,2,1,600,1,1,593,11500,1,1,750,12000,1,1,15000,700,1,5400,710,1
1966,2,61,1,3,1,2,61,51,1,24,33,14,36,22,58,63,59,76,84,1,1,1125,1,1,1250,32000,1,1,1201,32000,1,1,34000,1250,1,37000,1778,1
1967,10,62,5,3,2,10,62,51,0,18,25,14,26,10,50,44,52,40,44,2,1,627,1,1,630,16000,1,1,721,16000,1,1,15000,710,1,19000,572,1
1968,3,63,5,3,2,3,63,51,0,14,27,10,39,10,45,44,50,41,36,2,1,1003,1,1,-4,23000,1,1,1163,23000,1,1,25000,1265,1,37000,1180,1
1969,8,64,5,3,2,8,64,51,0,19,28,13,33,10,51,44,54,51,49,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1970,1,63,1,3,1,1,63,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,3,93,1,3,1500,20000,2,1,475,6200,1,1,5000,800,1,3500,192,1
1971,1,64,1,3,1,1,64,51,0,16,28,7,29,17,47,55,48,34,44,1,1,1116,1,1,1100,24574,3,1,1000,21000,1,1,32000,1500,1,30000,1500,1
1972,6,64,7,2,2,6,64,51,0,12,33,11,42,18,42,57,56,51,56,2,2,721,1,2,735,15300,1,2,528,11000,1,2,16000,817,1,17000,800,1
1973,7,63,5,3,2,7,63,51,0,13,34,13,34,16,43,54,59,52,61,2,1,-4,1,1,-4,-1,1,1,-4,-1,1,1,-1,-4,1,-1,-4,1
1974,3,61,5,3,2,3,61,51,1,30,35,14,44,25,66,68,61,98,99,2,3,150,1,3,277,3800,1,3,225,0,1,3,2600,250,1,4160,333,4
1975,1,64,1,3,1,1,64,51,0,16,31,15,37,18,47,57,58,58,66,1,1,567,1,1,852,19500,1,1,915,22000,1,1,29200,1100,1,35000,1160,1
1976,4,62,5,3,2,4,62,51,1,14,28,15,36,13,45,49,55,48,50,2,1,400,1,1,800,9900,1,1,850,13000,1,1,20000,105000,1,24000,1000,1
1977,11,62,1,3,1,11,62,51,0,15,27,5,22,11,46,46,45,24,31,1,1,950,1,1,920,16737,1,1,711,18500,1,1,18000,950,1,18720,950,1
1978,4,64,1,3,1,4,64,51,0,10,19,8,22,10,39,44,40,15,19,1,1,1227,1,1,1285,25907,1,1,1310,26792,1,1,33507,1610,1,29800,1394,4
1979,11,57,1,3,1,11,57,51,1,27,34,14,34,22,62,63,60,83,90,1,1,1125,1,1,1156,25000,1,1,1156,27049,1,1,27741,1187,1,18597,1184,4
1980,4,59,5,3,2,4,59,51,1,9,18,11,30,8,38,41,42,20,19,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
1981,9,58,1,3,1,9,58,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1982,1,60,5,3,2,1,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,750,1,1,750,18000,1,1,699,16000,1,-5,-5,-5,-5,18000,795,1
1983,8,57,5,3,2,8,57,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1984,1,61,1,3,1,1,61,51,0,5,14,6,20,6,32,38,34,6,7,1,1,385,1,1,425,712,1,1,443,800,1,1,-2,519,1,2000,554,1
1985,2,62,5,3,2,2,62,51,1,10,29,14,45,14,39,51,55,49,46,2,1,830,1,1,830,13000,1,1,875,18200,2,1,18700,875,1,19380,-4,1
1986,5,63,5,3,2,5,63,51,0,20,28,13,49,15,53,52,54,67,58,2,1,900,1,1,900,13000,1,1,800,18700,1,1,22100,1062,1,23000,1125,1
1987,6,60,1,3,1,6,60,51,1,15,28,13,26,11,46,46,54,38,46,1,-5,-5,-5,1,700,10800,1,1,900,14000,1,-5,-5,-5,-5,14500,900,1
1988,12,59,1,3,1,12,59,51,1,12,20,8,8,5,42,37,41,12,18,1,1,1200,6,-4,-4,1500,6,1,707,0,1,1,17000,860,1,28000,1000,1
1989,1,63,1,3,1,1,63,51,0,14,22,10,42,14,45,51,45,35,34,1,1,800,1,1,800,17000,3,-4,-4,4500,3,1,10000,800,1,-5,-5,-5
1990,6,57,5,3,2,6,57,51,1,26,32,12,47,22,61,63,56,84,81,2,1,384,1,1,-4,5000,1,1,500,7000,1,1,8050,483,1,8000,550,1
1991,4,62,1,3,1,4,62,51,0,7,22,3,14,8,35,41,38,8,13,1,1,489,7,1,500,10000,1,1,525,12200,3,1,5000,525,1,19000,800,1
1992,9,63,1,3,1,9,63,51,0,10,16,9,26,9,39,43,38,15,16,1,1,825,1,1,1645,15000,3,1,950,30000,1,1,38000,1045,1,16000,1116,1
1993,8,58,5,3,2,8,58,51,1,15,27,13,40,9,46,43,53,48,42,2,-4,-4,7,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
1994,11,58,5,3,2,11,58,51,1,24,31,15,47,21,58,62,58,84,81,2,1,692,1,1,625,13000,1,1,625,18000,1,1,12000,750,1,17000,817,1
1995,2,61,5,3,2,2,61,51,1,19,23,9,36,7,51,40,45,38,30,2,1,850,1,1,812,16900,1,1,940,19000,1,1,23000,950,3,8000,1000,1
1996,1,58,1,3,1,1,58,51,1,19,33,12,40,16,51,54,57,66,65,1,1,533,1,1,700,10000,1,1,700,15000,1,1,15000,700,1,15000,645,2
1997,7,61,5,3,2,7,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,500,2,1,500,1200,1,1,500,2000,2,3,1250,166,1,2000,187,1
1998,12,62,1,3,1,12,62,51,0,21,29,11,49,11,54,46,53,67,52,1,-4,-4,8,-4,-4,0,8,-4,-4,360,8,-4,0,-4,8,300,-4,8
1999,11,63,5,3,2,11,63,51,0,19,32,11,32,20,51,60,55,54,67,2,1,742,1,1,787,14000,1,1,550,15300,1,1,4300,854,1,8000,1482,1
2000,7,60,1,3,1,7,60,51,1,22,24,8,34,14,55,51,45,42,42,1,1,850,1,1,950,26000,1,1,1063,28500,1,1,33000,915,1,52000,2083,1
2001,12,62,1,3,1,12,62,51,0,7,4,1,11,5,35,37,20,1,1,1,1,308,1,1,450,6325,1,1,450,-2,1,1,-2,445,1,-2,425,1
2002,6,61,5,3,2,6,61,51,0,15,25,12,31,6,46,38,50,37,32,2,-4,-4,4,-4,-4,0,4,-4,-4,0,4,-4,0,-4,4,0,-4,7
2003,12,60,5,3,2,12,60,51,1,6,14,6,26,9,34,43,34,9,10,2,1,465,4,1,458,1000,4,1,450,600,4,-4,0,-4,4,200,435,7
2004,9,60,5,3,2,9,60,51,1,27,35,14,42,23,62,65,61,92,94,2,1,992,1,1,1298,27000,1,1,1682,28995,1,1,54000,2596,1,70000,3365,1
2005,1,64,1,3,1,1,64,51,0,24,33,12,44,22,58,63,57,80,80,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,31000,1500,1,22000,1625,7
2006,3,62,1,3,1,3,62,51,1,23,33,14,35,16,57,54,59,74,75,1,1,1442,1,1,111,30000,1,1,-4,-1,1,1,-1,-4,1,40000,1538,1
2007,3,62,1,3,1,3,62,51,1,25,30,14,44,22,59,63,56,80,80,1,1,1121,2,1,1121,35500,1,1,1153,40000,2,1,31000,714,1,30000,841,1
2008,6,61,5,3,2,6,61,51,1,20,31,15,26,14,53,51,58,55,66,2,1,385,1,1,350,1200,4,-4,-4,1000,4,-4,0,-4,4,3000,500,1
2009,8,64,5,3,2,8,64,51,0,15,28,14,34,12,46,48,54,47,48,2,2,900,1,2,1000,18200,1,2,1138,20000,1,2,22000,1057,1,24000,1153,1
2010,5,57,1,3,1,5,57,51,1,21,34,14,45,19,54,58,60,81,78,1,1,2051,1,1,2548,50000,1,1,2548,53000,1,1,53000,2426,1,55000,2644,1
2011,3,60,5,3,2,3,60,51,1,19,30,14,41,14,51,51,56,65,59,2,2,820,1,1,625,16000,1,1,581,12000,1,1,14000,975,1,18000,1041,1
2012,5,60,5,3,2,5,60,51,1,15,31,10,32,14,46,51,54,44,51,2,1,700,1,1,700,15780,1,1,735,14000,1,1,14000,775,1,16640,800,1
2013,10,59,5,3,2,10,59,51,1,28,33,14,45,19,64,58,59,93,85,2,1,335,1,1,425,2000,2,1,425,1824,4,-4,0,-4,4,1382,425,2
2014,5,60,1,3,1,5,60,51,1,25,29,11,39,21,59,62,53,67,73,1,1,673,1,1,732,16000,1,1,771,-1,1,1,21000,939,1,18500,889,1
2015,11,64,2,3,1,11,64,51,0,6,11,5,10,3,34,33,30,3,3,1,1,393,1,1,485,5000,1,1,500,13500,1,1,14000,625,1,14000,550,1
2016,6,61,5,3,2,6,61,51,1,22,27,15,40,16,55,54,54,66,63,2,2,1136,2,2,1118,25000,2,2,1419,30000,2,2,31000,1490,2,8000,1346,7
2017,5,63,5,3,2,5,63,51,0,10,23,8,38,9,39,43,44,26,23,2,1,600,1,1,250,5000,1,1,250,15000,1,1,5000,714,1,-2,907,1
2018,7,60,1,3,1,7,60,51,1,22,27,14,30,16,55,54,54,54,63,1,1,807,1,1,860,22000,1,2,700,23000,1,1,30000,700,1,19000,820,1
2019,11,61,1,3,1,11,61,51,1,26,33,14,35,17,61,55,59,80,80,1,1,1398,1,1,1653,43000,1,1,1401,48000,1,1,58000,1858,1,60000,2115,1
2020,3,64,1,3,1,3,64,51,0,8,20,9,23,8,36,41,42,16,18,1,1,800,1,1,800,14400,1,1,1496,22000,1,1,28000,1000,1,10000,1000,1
2021,1,58,5,3,2,1,58,51,1,23,34,12,39,15,57,52,58,75,71,2,1,400,1,1,465,6378,1,1,515,6587,1,1,7800,525,1,9079,550,1
2022,9,64,1,3,1,9,64,51,0,12,15,8,26,9,42,43,37,15,17,1,1,850,1,1,800,24000,2,1,800,20000,1,1,10500,523,1,7500,610,1
2023,8,59,1,3,1,8,59,51,0,19,25,12,27,14,51,51,50,39,48,1,1,-4,7,-4,-4,0,7,-4,-4,0,7,-4,0,-4,3,0,-4,7
2024,2,60,1,3,1,2,60,51,1,29,33,14,42,23,65,65,59,92,93,1,1,1500,1,1,1490,31000,1,1,1538,30000,1,1,75000,1529,1,34000,1538,1
2025,6,59,1,3,1,6,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,1923,1,3,1538,47000,1,1,1888,54000,1,1,48185,2059,1,50000,511,1
2026,4,61,1,3,1,4,61,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,505,1,2,560,12000,1,1,560,10600,1,1,12000,660,1,10000,450,1
2027,10,58,5,3,2,10,58,51,1,30,33,15,44,23,66,65,60,97,96,2,1,745,1,1,725,15550,1,2,988,7000,1,1,21000,1220,1,22000,500,1
2028,5,60,1,3,1,5,60,51,0,25,29,12,41,16,59,54,54,71,67,1,1,850,1,1,1320,25000,1,1,1391,36000,1,1,32000,1287,1,33000,1614,1
2029,4,59,2,3,1,4,59,51,1,26,35,15,33,23,61,65,62,84,95,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2030,8,57,6,3,2,8,57,51,1,22,32,14,35,20,55,60,58,70,77,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2031,6,63,1,3,1,6,63,51,0,7,4,4,15,5,35,37,22,1,1,1,1,470,1,1,525,11000,1,1,550,13000,1,1,15000,700,1,17000,950,1
2032,9,64,1,3,1,9,64,51,0,11,16,8,25,8,40,41,37,15,15,1,1,700,1,1,592,20000,1,1,1000,20000,1,1,14000,957,1,22000,1237,1
2033,3,63,1,3,1,3,63,51,0,25,26,13,48,11,59,46,52,73,54,1,1,800,1,1,1048,26000,1,1,1923,40000,1,1,50000,1923,1,60000,3076,1
2034,10,60,1,3,1,10,60,51,0,21,29,13,43,10,54,44,54,67,52,1,-5,-5,-5,2,1088,3400,5,-4,-4,0,5,2,1400,310,2,14000,425,1
2035,1,63,5,3,2,1,63,51,0,16,32,14,40,16,47,54,58,62,63,2,1,1083,1,1,300,15000,1,1,1000,16500,1,1,13000,916,1,15000,916,1
2036,4,58,5,3,2,4,58,51,1,17,29,12,23,9,49,43,54,39,46,2,-5,-5,-5,-5,-5,-5,-5,1,600,0,5,-5,-5,-5,-5,-5,-5,-5
2037,1,62,6,3,2,1,62,51,1,22,34,15,49,17,55,55,61,87,78,2,1,900,1,2,1900,19000,3,1,800,17000,1,1,15000,1446,1,13000,1700,1
2038,1,62,1,3,1,1,62,51,1,28,31,15,42,25,64,68,58,88,93,1,1,1995,1,1,2451,46000,1,1,2320,49000,1,1,54300,2320,1,60000,2564,1
2039,7,62,1,3,1,7,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2040,2,62,1,3,1,2,62,51,1,24,32,15,32,13,58,49,59,73,71,1,3,839,1,3,755,9000,1,3,968,9000,1,3,9341,758,1,9827,823,1
2041,6,63,1,3,1,6,63,51,0,19,31,13,23,13,51,49,56,47,57,1,4,-4,5,-4,-4,0,4,1,425,1500,1,1,3300,600,3,6000,750,1
2042,11,61,5,3,2,11,61,51,1,24,34,14,47,24,58,66,60,88,89,2,2,1017,1,2,1201,23000,1,2,1346,20000,1,2,26000,1153,1,26000,2500,1
2043,4,57,2,3,1,4,57,51,1,26,32,15,31,22,61,63,59,76,87,1,2,1185,1,2,1191,26500,1,2,1361,31145,1,2,32250,1378,1,32125,1487,1
2044,1,57,1,3,1,1,57,51,1,28,33,12,43,16,64,54,57,87,78,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2045,11,64,1,3,1,11,64,51,0,13,21,10,27,15,43,52,44,24,32,1,-5,-5,-5,1,950,18000,1,1,1000,18000,1,1,14000,1050,3,8500,1000,3
2046,11,64,5,3,2,11,64,51,0,10,16,5,27,6,39,38,35,13,11,2,1,650,1,-5,-5,-5,-5,1,750,7500,4,1,895,616,4,0,-4,7
2047,1,57,1,3,1,1,57,51,1,19,34,14,37,14,51,51,60,69,68,1,1,1153,1,1,1289,30000,1,1,1282,31000,1,1,33800,974,1,36000,1229,1
2048,10,59,1,3,1,10,59,51,1,24,35,15,50,24,58,66,62,93,93,1,1,1452,1,1,1538,36000,1,1,1820,38600,1,1,39800,2048,1,43000,1908,1
2049,3,62,5,3,2,3,62,51,1,29,29,13,42,24,65,66,54,82,84,2,1,882,1,1,1009,20000,2,1,875,18000,1,1,18500,875,1,17000,769,1
2050,8,59,5,3,2,8,59,51,1,11,27,12,35,9,40,43,52,37,35,2,1,530,1,1,575,7500,1,-5,-5,-5,-5,1,-1,-4,1,-5,-5,-5
2051,4,64,1,3,1,4,64,51,0,9,16,4,26,3,38,33,34,11,7,1,1,655,2,1,500,8556,1,1,534,10000,1,1,14000,548,1,13000,410,1
2052,11,58,5,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2053,5,59,6,3,2,5,59,51,1,16,30,10,47,20,47,60,53,55,58,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
2054,10,58,5,3,2,10,58,51,0,10,13,3,39,6,39,38,30,13,6,2,1,1120,2,1,1175,11000,2,1,1200,20000,1,1,27000,1206,3,27000,1295,1
2055,12,58,1,3,1,12,58,51,1,29,31,14,34,11,65,46,57,81,71,1,1,1176,1,1,1216,23542,1,1,1260,30000,2,1,25000,1270,2,26397,1260,1
2056,8,60,1,3,1,8,60,51,1,19,33,10,37,14,51,51,55,58,57,1,1,1346,1,1,1398,40000,2,1,1709,40000,1,1,45000,1442,1,50000,1748,1
2057,12,62,5,3,2,12,62,51,0,11,25,10,25,7,40,40,48,25,27,2,1,470,7,-4,-4,1200,5,-4,-4,0,4,-4,0,-4,7,0,-4,7
2058,6,62,7,2,2,6,62,51,0,23,30,14,39,17,57,55,56,71,70,2,1,924,1,1,961,20000,1,1,961,20000,1,1,18000,954,4,0,-4,7
